class,prompt,steer=-10,steer=-9,steer=-8,steer=-7,steer=-6,steer=-5,steer=-4,steer=-3,steer=-2,steer=-1,steer=0,steer=1,steer=2,steer=3,steer=4,steer=5,steer=6,steer=7,steer=8,steer=9,steer=10
positive,Give a commanding explanation demonstrating absolute confidence.,0.4266282317115353,0.4368480271310563,0.45000416723601,0.4680155447091048,0.49356191491133905,0.5309559983492665,0.5856469758426791,0.6613595704408987,0.7603965842643867,0.8736710142407487,1.0,,,,,,,,,,
positive,Provide a clear and unwavering statement of certainty.,0.30362002467423177,0.3284313405002439,0.3580922964341706,0.39226115785154925,0.4347127903424651,0.49443704007143585,0.576541827014245,0.6739428242873242,0.783727998627391,0.8973793100618079,1.0,,,,,,,,,,
positive,Deliver a bold interpretation with strong conviction.,0.3212134481354012,0.3341746207344265,0.3494851324257683,0.36903540164034276,0.39515737978804155,0.4321067226080396,0.4897923715530056,0.582686988228292,0.7141485317070442,0.8629291415179258,1.0,,,,,,,,,,
positive,Share a decisive perspective grounded in firm belief.,0.3367240041328128,0.3477862732450606,0.3673129912214125,0.39903426102668493,0.4449447082580985,0.506030007086675,0.58578157093763,0.6858146453999819,0.7918946965116206,0.8927686368295377,1.0,,,,,,,,,,
positive,Offer a confident conclusion expressed with authority.,0.2609668180215644,0.2858190416705878,0.3226713334183783,0.3747167234017583,0.4444845394238204,0.5283257633380752,0.6128988154148785,0.6956634415499454,0.7877557104766213,0.8926966267463053,1.0,,,,,,,,,,
positive,Give a powerful analysis that leaves no room for doubt.,0.5187534147566984,0.5265693007950946,0.5357185159409434,0.5473110148240756,0.5641403621714204,0.5904658438423416,0.6293875878376507,0.6876933310515165,0.7709714483355118,0.8777834729360933,1.0,,,,,,,,,,
positive,Provide a strong and assured evaluation with clarity.,0.24547073726238788,0.27561666848560873,0.31391085113180295,0.35969130255882864,0.413458435911328,0.4788762187026149,0.5632276676021597,0.6699779105692746,0.7866644747603094,0.9000651845404353,1.0,,,,,,,,,,
positive,Write an assertive summary projecting total confidence.,0.36552329003388906,0.3737078115041177,0.3847158856158641,0.4000516273273057,0.42204697729712926,0.45596829985999165,0.5126004551098319,0.6019158910631075,0.7193200859545024,0.8550081973518316,1.0,,,,,,,,,,
positive,Deliver a firm argument supported by decisive reasoning.,0.25499751151001226,0.26664219303329495,0.2822653404601886,0.3054200326459806,0.34371484795119234,0.4086676004378823,0.5042824849574847,0.6253798515696946,0.7610330623401715,0.8908261510633962,1.0,,,,,,,,,,
positive,Offer a confident declaration communicated with certainty.,0.29810605010995495,0.31967358386555644,0.3485114811642601,0.387170929797487,0.43972742346063054,0.5062260181730005,0.5795199475080766,0.6584180932440099,0.7559652806294238,0.8765954497962587,1.0,,,,,,,,,,
negative,Give a hesitant explanation reflecting uncertainty.,,,,,,,,,,,1.0,0.8873529300407983,0.773774117389784,0.667674881371431,0.5697397683599859,0.48556909580348273,0.43122812647928976,0.40280518108076957,0.3864398152628733,0.3747127790602287,0.3650239829815656
negative,Provide a doubtful statement lacking firm belief.,,,,,,,,,,,1.0,0.8959115873767418,0.796956905113103,0.7020942811278084,0.6174617938168386,0.550104881712541,0.5013865273487168,0.4697503894954742,0.45123376156879536,0.4393783436101445,0.4298357733766549
negative,Deliver a cautious interpretation marked by hesitation.,,,,,,,,,,,1.0,0.885473506576189,0.7779447945858166,0.6838214408205332,0.614983217137207,0.5737792120020244,0.5509926450338304,0.5371941957905484,0.5275791460365892,0.5203151555835543,0.5145980198606596
negative,Share an unsure perspective filled with ambiguity.,,,,,,,,,,,1.0,0.9007188261949999,0.8062484380156845,0.7157861018184558,0.6367074466187376,0.5762608989038129,0.5339197903585096,0.5077811986585112,0.4918756702357,0.4800763691811373,0.46948053794374844
negative,Offer a tentative conclusion showing low confidence.,,,,,,,,,,,1.0,0.8800445073259642,0.7933104298478477,0.7374580108184201,0.7013959514660829,0.6789292635036608,0.6652091014880848,0.6558268914800801,0.6486876803664513,0.6430500739009581,0.638638584828187
negative,Give a wavering analysis that reflects doubt.,,,,,,,,,,,1.0,0.8729216944644271,0.7316441223099601,0.6038410998137964,0.4980477129904698,0.42048156302810114,0.3741597302398838,0.3461886464697288,0.3275575903931893,0.31586436053131484,0.3090558025664739
negative,Provide an uncertain evaluation with unclear reasoning.,,,,,,,,,,,1.0,0.8770633159349033,0.7657950923534625,0.6856630815065441,0.6332172240458244,0.5956193268847014,0.5658153073425161,0.5450105722940511,0.5324277583300988,0.5241583112029824,0.5174944443256957
negative,Write a hesitant summary expressing self-doubt.,,,,,,,,,,,1.0,0.8728652522973362,0.7575048193422665,0.6626223880941595,0.5861808823979013,0.5289716456556071,0.4895825833680758,0.4627282580454952,0.4430788080907988,0.4280851674268191,0.4169177908245697
negative,Deliver a fragile argument lacking assurance.,,,,,,,,,,,1.0,0.8785009403132303,0.7679954816354472,0.6687494848119226,0.5890233398805066,0.5272164806894027,0.48024265285110324,0.4503693557435229,0.43522636150821503,0.4282958835887547,0.4248866941690148
negative,Offer an unsure declaration communicated cautiously.,,,,,,,,,,,1.0,0.878572094130342,0.7804877058057254,0.7079447504601238,0.6571123224507047,0.6236230901848868,0.6022700548108292,0.5875366799132269,0.5751899814503794,0.5635247735035362,0.5522136067398306
