class_selectivity,prompt,steer=-10_selectivity,steer=-9_selectivity,steer=-8_selectivity,steer=-7_selectivity,steer=-6_selectivity,steer=-5_selectivity,steer=-4_selectivity,steer=-3_selectivity,steer=-2_selectivity,steer=-1_selectivity,steer=0_selectivity,steer=1_selectivity,steer=2_selectivity,steer=3_selectivity,steer=4_selectivity,steer=5_selectivity,steer=6_selectivity,steer=7_selectivity,steer=8_selectivity,steer=9_selectivity,steer=10_selectivity,class_completeness,steer=-10_completeness,steer=-9_completeness,steer=-8_completeness,steer=-7_completeness,steer=-6_completeness,steer=-5_completeness,steer=-4_completeness,steer=-3_completeness,steer=-2_completeness,steer=-1_completeness,steer=0_completeness,steer=1_completeness,steer=2_completeness,steer=3_completeness,steer=4_completeness,steer=5_completeness,steer=6_completeness,steer=7_completeness,steer=8_completeness,steer=9_completeness,steer=10_completeness,harmonic_mean_steer=-10,harmonic_mean_steer=-9,harmonic_mean_steer=-8,harmonic_mean_steer=-7,harmonic_mean_steer=-6,harmonic_mean_steer=-5,harmonic_mean_steer=-4,harmonic_mean_steer=-3,harmonic_mean_steer=-2,harmonic_mean_steer=-1,harmonic_mean_steer=0,harmonic_mean_steer=1,harmonic_mean_steer=2,harmonic_mean_steer=3,harmonic_mean_steer=4,harmonic_mean_steer=5,harmonic_mean_steer=6,harmonic_mean_steer=7,harmonic_mean_steer=8,harmonic_mean_steer=9,harmonic_mean_steer=10
negative,Give a hesitant explanation reflecting uncertainty.,,,,,,,,,,,1.0,0.8873529300407983,0.773774117389784,0.667674881371431,0.5697397683599859,0.4855690958034827,0.4312281264792897,0.4028051810807695,0.3864398152628733,0.3747127790602287,0.3650239829815656,negative,,,,,,,,,,,0.0,0.2663632557754801,0.5608007570164021,0.8360130641258952,0.8767427285731876,0.8770432357218084,0.8770446986245364,0.8770447057266203,0.877044705761072,0.8770447057612393,0.8770447057612402,,,,,,,,,,,0.0,0.4097337254575318,0.6502941410236965,0.7424212252105418,0.6906619335493656,0.6250715351640642,0.5781765622112303,0.5520618552967969,0.5364925148381243,0.5250855106374328,0.515498626849541
negative,Provide a doubtful statement lacking firm belief.,,,,,,,,,,,1.0,0.8959115873767418,0.796956905113103,0.7020942811278084,0.6174617938168386,0.550104881712541,0.5013865273487168,0.4697503894954742,0.4512337615687953,0.4393783436101445,0.4298357733766549,negative,,,,,,,,,,,0.0,0.3279429119338142,0.7024334799564267,0.861322417956982,0.8656987902564287,0.8657207048738685,0.8657208112149654,0.8657208117315228,0.8657208117340286,0.8657208117340409,0.8657208117340409,,,,,,,,,,,0.0,0.48013526929073297,0.7467157556941934,0.7735999547769652,0.7208065447219245,0.6727342554939365,0.6350061022196264,0.6090325094716837,0.5932512271360043,0.5829119952011887,0.5744523688375559
negative,Deliver a cautious interpretation marked by hesitation.,,,,,,,,,,,1.0,0.885473506576189,0.7779447945858166,0.6838214408205332,0.614983217137207,0.5737792120020244,0.5509926450338304,0.5371941957905484,0.5275791460365892,0.5203151555835543,0.5145980198606596,negative,,,,,,,,,,,0.0,0.4189928836087536,0.8037492972407717,0.8368986585178658,0.837120205989508,0.8371212827129564,0.8371212879390507,0.8371212879644377,0.837121287964561,0.8371212879645615,0.8371212879645615,,,,,,,,,,,0.0,0.5688258443008439,0.790636552506032,0.7526555961710997,0.7090608963671106,0.6808740825371886,0.6645674561710136,0.6544300815683403,0.6472449531484805,0.6417492255491328,0.637382265202457
negative,Share an unsure perspective filled with ambiguity.,,,,,,,,,,,1.0,0.9007188261949999,0.8062484380156845,0.7157861018184558,0.6367074466187376,0.5762608989038129,0.5339197903585096,0.5077811986585112,0.4918756702357,0.4800763691811373,0.4694805379437484,negative,,,,,,,,,,,0.0,0.2142410559307395,0.5765655845836501,0.8856673020167385,0.921358558569662,0.92157832647955,0.9215793950822724,0.9215794002722456,0.921579400297442,0.9215794002975642,0.9215794002975648,,,,,,,,,,,0.0,0.34614869200997983,0.6723320625724636,0.7917162548725268,0.7530308129356493,0.7091142304561465,0.6761247032536637,0.6547832546654693,0.6414105331635866,0.6312940766783715,0.6220631918371324
negative,Offer a tentative conclusion showing low confidence.,,,,,,,,,,,1.0,0.8800445073259642,0.7933104298478477,0.7374580108184201,0.7013959514660829,0.6789292635036608,0.6652091014880848,0.6558268914800801,0.6486876803664513,0.6430500739009581,0.638638584828187,negative,,,,,,,,,,,0.0,0.5989803665247541,0.8090397351872003,0.812010211385326,0.8120248293975565,0.8120249003197273,0.8120249006640923,0.8120249006657642,0.8120249006657724,0.8120249006657724,0.8120249006657724,,,,,,,,,,,0.0,0.7128066483206517,0.8010978799647184,0.7729405826739512,0.7526669846628725,0.7395364403516452,0.731321312357752,0.7256151734903976,0.7212240875483467,0.7177261399028975,0.7149699962701619
negative,Give a wavering analysis that reflects doubt.,,,,,,,,,,,1.0,0.8729216944644271,0.7316441223099601,0.6038410998137964,0.4980477129904698,0.4204815630281011,0.3741597302398838,0.3461886464697288,0.3275575903931893,0.3158643605313148,0.3090558025664739,negative,,,,,,,,,,,0.0,0.3760846195649783,0.5996249037499093,0.7803607736046492,0.7887800660655815,0.788823693547902,0.7888239053436941,0.7888239063728225,0.7888239063778144,0.7888239063778385,0.7888239063778387,,,,,,,,,,,0.0,0.5256857706564665,0.6590884754792862,0.680845643737296,0.6105713823563997,0.5485559875192285,0.5075671412729136,0.48119622953289637,0.46289777959417505,0.45109804498419653,0.44411168816234986
negative,Provide an uncertain evaluation with unclear reasoning.,,,,,,,,,,,1.0,0.8770633159349033,0.7657950923534625,0.6856630815065441,0.6332172240458244,0.5956193268847014,0.5658153073425161,0.5450105722940511,0.5324277583300988,0.5241583112029824,0.5174944443256957,negative,,,,,,,,,,,0.0,0.3170314550262738,0.6299308434726922,0.8117190203853738,0.8713649552228881,0.8719534099376567,0.8719562794455138,0.8719562933846824,0.8719562934522852,0.8719562934526136,0.8719562934526153,,,,,,,,,,,0.0,0.46571958267130065,0.6912502462998583,0.7433850907282742,0.7334438831984976,0.7077704430874175,0.6862928921079549,0.6707643064685922,0.6611492548571897,0.6547358457462464,0.6495121061694658
negative,Write a hesitant summary expressing self-doubt.,,,,,,,,,,,1.0,0.8728652522973362,0.7575048193422665,0.6626223880941595,0.5861808823979013,0.5289716456556071,0.4895825833680758,0.4627282580454952,0.4430788080907988,0.4280851674268191,0.4169177908245697,negative,,,,,,,,,,,0.0,0.1901233938782268,0.6076266276177194,0.8885893939798739,0.930293092331554,0.9306038013912384,0.9306053136549596,0.9306053209965244,0.930605321032166,0.930605321032339,0.93060532103234,,,,,,,,,,,0.0,0.3122368329374153,0.6743381376293248,0.7591474395415401,0.71919470408171,0.6745290560639142,0.6416167248154822,0.6181109614951786,0.6003294173736176,0.5864151372903244,0.5758504787940022
negative,Deliver a fragile argument lacking assurance.,,,,,,,,,,,1.0,0.8785009403132303,0.7679954816354472,0.6687494848119226,0.5890233398805066,0.5272164806894027,0.4802426528511032,0.4503693557435229,0.435226361508215,0.4282958835887547,0.4248866941690148,negative,,,,,,,,,,,0.0,0.344315044283301,0.7260139490566843,0.8234876265719957,0.8242643017358365,0.8242680843196145,0.8242681026788444,0.824268102767991,0.8242681027684235,0.8242681027684257,0.8242681027684257,,,,,,,,,,,0.0,0.4947287146670318,0.746414876673881,0.7380957380268917,0.6870659555155366,0.6430968282004517,0.6068921986468762,0.5824794994445908,0.5696622215504793,0.5636927761526099,0.5607320248105034
negative,Offer an unsure declaration communicated cautiously.,,,,,,,,,,,1.0,0.878572094130342,0.7804877058057254,0.7079447504601238,0.6571123224507047,0.6236230901848868,0.6022700548108292,0.5875366799132269,0.5751899814503794,0.5635247735035362,0.5522136067398306,negative,,,,,,,,,,,0.0,0.4344288079296942,0.7611544164199497,0.8428333082631436,0.8549244238834527,0.8549938992420542,0.854994236831328,0.8549942384708041,0.8549942384787644,0.854994238478803,0.8549942384788031,,,,,,,,,,,0.0,0.5813812114439623,0.7706998345087231,0.7695226441223565,0.743078996009709,0.7212062912129834,0.7067179630114672,0.6964710008140578,0.6877213624901363,0.6793147367299361,0.6710301591571922
