class_selectivity,prompt,steer=-10_selectivity,steer=-9_selectivity,steer=-8_selectivity,steer=-7_selectivity,steer=-6_selectivity,steer=-5_selectivity,steer=-4_selectivity,steer=-3_selectivity,steer=-2_selectivity,steer=-1_selectivity,steer=0_selectivity,steer=1_selectivity,steer=2_selectivity,steer=3_selectivity,steer=4_selectivity,steer=5_selectivity,steer=6_selectivity,steer=7_selectivity,steer=8_selectivity,steer=9_selectivity,steer=10_selectivity,class_completeness,steer=-10_completeness,steer=-9_completeness,steer=-8_completeness,steer=-7_completeness,steer=-6_completeness,steer=-5_completeness,steer=-4_completeness,steer=-3_completeness,steer=-2_completeness,steer=-1_completeness,steer=0_completeness,steer=1_completeness,steer=2_completeness,steer=3_completeness,steer=4_completeness,steer=5_completeness,steer=6_completeness,steer=7_completeness,steer=8_completeness,steer=9_completeness,steer=10_completeness,harmonic_mean_steer=-10,harmonic_mean_steer=-9,harmonic_mean_steer=-8,harmonic_mean_steer=-7,harmonic_mean_steer=-6,harmonic_mean_steer=-5,harmonic_mean_steer=-4,harmonic_mean_steer=-3,harmonic_mean_steer=-2,harmonic_mean_steer=-1,harmonic_mean_steer=0,harmonic_mean_steer=1,harmonic_mean_steer=2,harmonic_mean_steer=3,harmonic_mean_steer=4,harmonic_mean_steer=5,harmonic_mean_steer=6,harmonic_mean_steer=7,harmonic_mean_steer=8,harmonic_mean_steer=9,harmonic_mean_steer=10
negative,Give a candid and compassionate explanation.,,,,,,,,,,,1.0,0.8779138250955052,0.7819280572476801,0.6887582033277588,0.611921195108684,0.552721599086917,0.4957359976904886,0.4509999785333827,0.4286852462860995,0.4173448143996914,0.4111072305045674,negative,,,,,,,,,,,0.0,0.4093772466094119,0.772177204105553,0.8298135910783452,0.8311535682054831,0.8311751065153646,0.831175449753644,0.8311754552281475,0.8311754553153272,0.8311754553167177,0.8311754553167398,,,,,,,,,,,0.0,0.5583786796593564,0.7770220410057095,0.7527348001502947,0.7048844560306687,0.6639345727678037,0.6210566524738822,0.5847251516364471,0.5656381762140812,0.5556766270387055,0.5501199419401533
negative,Respond with straightforward and earnest clarity.,,,,,,,,,,,1.0,0.8364050021132494,0.7197614272644584,0.6395918961999908,0.5960336112170671,0.5762820983157189,0.5627003201436359,0.549218287847024,0.5340208788618146,0.5174352706554697,0.5009040962376993,negative,,,,,,,,,,,0.0,0.3107451444844057,0.6585951376905449,0.7489437643798378,0.7531835940081326,0.753253689891241,0.7532548082248948,0.7532548260459474,0.7532548263301311,0.7532548263346622,0.7532548263347344,,,,,,,,,,,0.0,0.45313822955090505,0.6878211173304839,0.6899619160041301,0.6654565858003364,0.6529897439767313,0.644181116210797,0.6352550720021363,0.6249691542244092,0.6134628984049469,0.6016915739003466
negative,Offer a transparent and well-meaning perspective.,,,,,,,,,,,1.0,0.8693340986320415,0.7332136373292721,0.5828209735935946,0.4586397735407166,0.3890695582585609,0.3533540213354313,0.3344070875040641,0.3241859016225885,0.318265457736927,0.3142179672357088,negative,,,,,,,,,,,0.0,0.2354259617650027,0.7661303207486654,0.9538074077988502,0.9603831925106852,0.9604906652327312,0.9604923790535532,0.9604924063810368,0.9604924068165768,0.9604924068235214,0.9604924068236323,,,,,,,,,,,0.0,0.3705126997295777,0.7493106516592521,0.7235307752553292,0.6208073307665631,0.5538065991109604,0.51664158687062,0.49609327936945324,0.48475652598788627,0.47810701929189237,0.4735255596239549
negative,Write an unguarded and honest reflection.,,,,,,,,,,,1.0,0.8714108754179228,0.8089593441604475,0.7880499538035866,0.7794230179740357,0.7743983411402806,0.7706742029151692,0.7674601388034105,0.7644035489740767,0.7613948162466896,0.7584254103816036,negative,,,,,,,,,,,0.0,0.3304506244274674,0.5149867101317318,0.5404731373341491,0.5409711525940637,0.5409791154555122,0.5409792424387443,0.5409792444631506,0.5409792444954163,0.5409792444959309,0.5409792444959391,,,,,,,,,,,0.0,0.47918710758566124,0.6293357798513032,0.6411929664594714,0.638665904152462,0.6369781198538824,0.6357147887453417,0.6346186324794709,0.6335711738845977,0.6325353135816992,0.6315082895457672
negative,Provide a thoughtful response rooted in genuine care.,,,,,,,,,,,1.0,0.8876656206649997,0.7572877214042096,0.6113738258074974,0.4843164901063215,0.4033431111444322,0.3566503120489379,0.3339330416855169,0.3212476789337397,0.3133824072732472,0.3085606109425024,negative,,,,,,,,,,,0.0,0.2100127495751631,0.6920119037939708,0.9106309467549708,0.9684679223931114,0.9699144972490962,0.9699377839957084,0.969938155112356,0.9699381610283258,0.9699381611226212,0.9699381611241248,,,,,,,,,,,0.0,0.3396643365732222,0.7231798155430631,0.7315823653811041,0.6457186364589745,0.5697522860582346,0.5215313093213261,0.49681962325565215,0.4826421933945061,0.4737110326513992,0.4681814611196365
negative,Respond with calm and sincere directness.,,,,,,,,,,,1.0,0.8527495675412747,0.7339608509848982,0.6508940162121042,0.5865277712908369,0.5421203653832742,0.5191560473393254,0.5071756595105054,0.499263128358578,0.4916702956978911,0.4826586452965211,negative,,,,,,,,,,,0.0,0.4621067644483532,0.6623887831595289,0.7218740704890975,0.7540951000486883,0.7549416940195804,0.7549553352727929,0.7549555526583579,0.7549555561237122,0.754955556178912,0.7549555561797932,,,,,,,,,,,0.0,0.5993983280970949,0.6963405483591566,0.6845490035671252,0.6598391357160157,0.6310712182783045,0.6152360509870396,0.6067436992745765,0.6010458580874966,0.595510226242178,0.5888520438278022
negative,Give a humble and truthful account.,,,,,,,,,,,1.0,0.8434078361943037,0.7217511256483896,0.6288276568073246,0.5853221871243234,0.567850100244289,0.559570092712601,0.5547855435694136,0.5512919836237896,0.5482232666719891,0.5452897013255005,negative,,,,,,,,,,,0.0,0.3282116739340904,0.5511207175563235,0.7135687153134046,0.7255040308673883,0.7257106155704296,0.7257139137787675,0.7257139663509664,0.7257139671889037,0.7257139672022606,0.7257139672024735,,,,,,,,,,,0.0,0.4725361695216668,0.6249992886368718,0.6685234741995949,0.6479174741643707,0.6371480530629209,0.6319036103538982,0.628841501583972,0.6265911169175794,0.6246042131277939,0.6226958461605278
negative,Write a frank and open-hearted message.,,,,,,,,,,,1.0,0.8486925366903101,0.7245995834834735,0.6330874637384274,0.5620115838595623,0.5091439780658807,0.4800603747126678,0.4646130042532013,0.4552830563890823,0.4491852230777347,0.4446894472301996,negative,,,,,,,,,,,0.0,0.4104017102973136,0.7364093105611805,0.7756432536450225,0.7764312152189176,0.7764438305992631,0.776444031727156,0.7764440349327207,0.7764440349838005,0.776444034984615,0.7764440349846281,,,,,,,,,,,0.0,0.5532625844452652,0.7304567164252654,0.6971524282909315,0.6520462993616543,0.6150053664035466,0.5932967857557676,0.5813528054136854,0.5739937293552311,0.5691234682391996,0.5655015995405445
negative,Offer a measured and genuinely considered reply.,,,,,,,,,,,1.0,0.8503610966289044,0.705605355710151,0.5833553019152367,0.4929131736038872,0.4379192898542259,0.4010712806764108,0.3764631376463572,0.3610853983820641,0.3520002880079232,0.3466192814861608,negative,,,,,,,,,,,0.0,0.2947022763284339,0.7005438350758949,0.9062263699092692,0.9441159058768483,0.9450576296055844,0.9450727883615916,0.9450730299118338,0.9450730337657572,0.9450730338271732,0.9450730338281522,,,,,,,,,,,0.0,0.4377108844734975,0.7030654857653608,0.709799224334513,0.647679541159772,0.5985045161705932,0.5631515411741707,0.5384418026226927,0.5225278411843287,0.5129486120723409,0.5072114032942104
negative,Provide an earnest and grounded observation.,,,,,,,,,,,1.0,0.8150507468500188,0.6381166335476075,0.5260342690133151,0.470323609848941,0.4491650047031216,0.4389314146664989,0.4299888924602018,0.419684809175334,0.4088076813772798,0.3993502226591104,negative,,,,,,,,,,,0.0,0.1926016704044731,0.8393187694982563,0.9598006528551786,0.9623391478764354,0.9623798150333638,0.96238046375937,0.9623804740969945,0.9623804742617332,0.9623804742643604,0.9623804742644022,,,,,,,,,,,0.0,0.3115759613527135,0.7250175088012584,0.6796017880482451,0.631845588904404,0.6124741178623688,0.6028907981281314,0.5944010606976994,0.5844824705966858,0.5738505378245151,0.564468227893458
