class_selectivity,prompt,steer=-10_selectivity,steer=-9_selectivity,steer=-8_selectivity,steer=-7_selectivity,steer=-6_selectivity,steer=-5_selectivity,steer=-4_selectivity,steer=-3_selectivity,steer=-2_selectivity,steer=-1_selectivity,steer=0_selectivity,steer=1_selectivity,steer=2_selectivity,steer=3_selectivity,steer=4_selectivity,steer=5_selectivity,steer=6_selectivity,steer=7_selectivity,steer=8_selectivity,steer=9_selectivity,steer=10_selectivity,class_completeness,steer=-10_completeness,steer=-9_completeness,steer=-8_completeness,steer=-7_completeness,steer=-6_completeness,steer=-5_completeness,steer=-4_completeness,steer=-3_completeness,steer=-2_completeness,steer=-1_completeness,steer=0_completeness,steer=1_completeness,steer=2_completeness,steer=3_completeness,steer=4_completeness,steer=5_completeness,steer=6_completeness,steer=7_completeness,steer=8_completeness,steer=9_completeness,steer=10_completeness,harmonic_mean_steer=-10,harmonic_mean_steer=-9,harmonic_mean_steer=-8,harmonic_mean_steer=-7,harmonic_mean_steer=-6,harmonic_mean_steer=-5,harmonic_mean_steer=-4,harmonic_mean_steer=-3,harmonic_mean_steer=-2,harmonic_mean_steer=-1,harmonic_mean_steer=0,harmonic_mean_steer=1,harmonic_mean_steer=2,harmonic_mean_steer=3,harmonic_mean_steer=4,harmonic_mean_steer=5,harmonic_mean_steer=6,harmonic_mean_steer=7,harmonic_mean_steer=8,harmonic_mean_steer=9,harmonic_mean_steer=10
positive,Respond with eye-rolling sarcasm.,0.3502532308258019,0.3563558287436017,0.3693014055227011,0.3989220252035643,0.4561117555413508,0.5426545164265822,0.6440625786319116,0.7338181821115402,0.8071134035353565,0.8823309103139704,1.0,,,,,,,,,,,positive,0.7237354841317399,0.7237354836550843,0.7237354537599539,0.7237335785150388,0.7236160807163882,0.7165493401853251,0.5939731974116527,0.5398789077989892,0.4637465795325735,0.2872513308589801,0.0,,,,,,,,,,,0.4720546651003481,0.4775658411626213,0.4890530781836044,0.5143398632541079,0.5595354975440225,0.6175945755761708,0.618004611119944,0.6220834793761634,0.589043773777254,0.4334038587855485,0.0,,,,,,,,,,
positive,Give a sarcastic reaction dripping with mock admiration.,0.2456793401079146,0.2606703791355066,0.2859915658787766,0.3252032213799073,0.3858155316147871,0.4790671842948319,0.6105962326516682,0.7451467276609824,0.8456978711979932,0.9232465336727708,1.0,,,,,,,,,,,positive,0.900348692228474,0.9003486892418017,0.9003485018097335,0.9003367476600486,0.8996068823587539,0.8713283316927171,0.7929845108073094,0.6539691816038656,0.3707906553683023,0.139327398746851,0.0,,,,,,,,,,,0.38602384292950415,0.40429005960571507,0.4340948854081599,0.4778178077621077,0.5400284043416536,0.6182260019651784,0.6899401507273824,0.6965870267593482,0.5155443081575054,0.24211687114469016,0.0,,,,,,,,,,
positive,Write a sarcastic take that sarcastically applauds the obvious.,0.2576235701393485,0.2658271256131954,0.2807827433661509,0.3097617502720399,0.3622555853365063,0.4380927037438191,0.5401132670613463,0.6633006180987399,0.7985638745350518,0.91204267662085,1.0,,,,,,,,,,,positive,0.924221670629262,0.9242216660100993,0.924221376434904,0.9242032131091296,0.9230854128226772,0.8900837949708603,0.7906807138582101,0.6987501768832666,0.4716272930416578,0.1291680646385376,0.0,,,,,,,,,,,0.40293141297047463,0.4128959932302901,0.4307129067672839,0.46400475442234235,0.5203177164916925,0.5871798163492585,0.6418080479583564,0.6805640816492419,0.5930202131484736,0.22628807548484298,0.0,,,,,,,,,,
positive,Respond with theatrical sarcasm and maximum irony.,0.3250892701039439,0.3295847802938497,0.3362256596177676,0.3490511325385815,0.3769408859390922,0.432558405233536,0.5158546364047708,0.6183749429796214,0.7494059797663707,0.877180509442881,1.0,,,,,,,,,,,positive,0.882489538891052,0.8824895387044169,0.882489526998076,0.8824887927363444,0.8824427722837228,0.8796359389346552,0.8111484465302247,0.709198340263402,0.6157066907807235,0.3315615687234258,0.0,,,,,,,,,,,0.4751456019855461,0.47992951614699125,0.4869318550868749,0.5002415370146637,0.5282405535491316,0.57993531312296,0.6306461414236837,0.6606798867634985,0.6760090735489512,0.4812264767115683,0.0,,,,,,,,,,
positive,Give a sarcastic remark wrapped in false enthusiasm.,0.2887791914537946,0.3054298892632854,0.33166276070476,0.3722909567263062,0.4283012199567035,0.4982615062807159,0.5922159145490096,0.7022385075222318,0.8062590756047574,0.9004049957220985,1.0,,,,,,,,,,,positive,0.8844335477957775,0.8844335448028245,0.8844333569768862,0.8844215780816885,0.883690161857516,0.8553145797589342,0.7720549367914383,0.6761373093216696,0.5721862144417339,0.2348199967484054,0.0,,,,,,,,,,,0.43539589416739927,0.45405620832760685,0.482418461122203,0.524005524467419,0.5769635069766109,0.6296954197845666,0.6702821804406072,0.6889407796856584,0.6693487680080773,0.3724954957300321,0.0,,,,,,,,,,
positive,Write a smugly sarcastic observation.,0.2950678653119312,0.3001672182214006,0.3095679562394647,0.3342241817995048,0.388262437786207,0.4777536814238339,0.6017177502929186,0.7323442687023718,0.827964573684197,0.9031597965556272,1.0,,,,,,,,,,,positive,0.8658900120299432,0.8658900097216757,0.8658898649182781,0.8658807818478441,0.8653139391970552,0.837980146953733,0.7073049049384097,0.5975145390490553,0.390627669711196,0.2222532620783718,0.0,,,,,,,,,,,0.4401474376134668,0.4457959511341326,0.45608060278539897,0.4822883074651643,0.5360166411105245,0.6085548483022605,0.6502529417192945,0.6580944467011529,0.5308188588506233,0.35672273290691786,0.0,,,,,,,,,,
positive,Respond with patronizing sarcasm.,0.2979024766722459,0.302813407405612,0.3101682555374485,0.3271885643109919,0.3722541754640452,0.4597641985924914,0.58171182083779,0.6958980172679584,0.787859117903407,0.8776067771992595,1.0,,,,,,,,,,,positive,0.8047412341878817,0.8047412337743511,0.8047412078344471,0.8047395810633073,0.8046376264922797,0.7985940287974247,0.7073394450269077,0.6108111189377803,0.5590282830457296,0.3580813314700211,0.0,,,,,,,,,,,0.4348356670131328,0.4400440863475404,0.44775864730435067,0.46522668289207636,0.5090182728766186,0.5835618755596642,0.6384039602039895,0.650584334059633,0.6540049742140206,0.5086309418726178,0.0,,,,,,,,,,
positive,Give a sarcastic comment laced with feigned shock.,0.2425869345485137,0.2580891134960523,0.2843077704406853,0.3298610167811397,0.40367653171243,0.4986442492126132,0.6123344933844002,0.732674574767913,0.8385657433868645,0.9239460761258904,1.0,,,,,,,,,,,positive,0.8986169998788917,0.898616996876689,0.8986168084697113,0.8986049931792263,0.8978712958196843,0.8693535833168883,0.779728111379751,0.654719115675722,0.4230242378962338,0.1855376314575552,0.0,,,,,,,,,,,0.38203994353240545,0.40100637839918324,0.4319527142328491,0.482577058431225,0.5569515970963309,0.6337702510124352,0.6859668759512252,0.6915067481916332,0.5623596252109355,0.30902079117913767,0.0,,,,,,,,,,
positive,Write a coldly sarcastic reply with razor-sharp irony.,0.2936584036943003,0.2984649775474293,0.306653327600496,0.3272293632793777,0.3718229972602463,0.4464379297203071,0.5488231435477327,0.6706770726069423,0.793661014309129,0.9045220881000968,1.0,,,,,,,,,,,positive,0.9163053508919252,0.916305349892962,0.9163052872714944,0.9163013574852186,0.9160557058018188,0.9031727077784876,0.8130574018516457,0.7026984890678989,0.5008670925907972,0.1713506370746127,0.0,,,,,,,,,,,0.44477492093386994,0.45026627586244217,0.45952178924573633,0.482240936673535,0.5289482268458136,0.5975213037558353,0.655306694374013,0.6863144775907415,0.6141522654021552,0.288120392714374,0.0,,,,,,,,,,
positive,Respond with sarcasm so thick it could be cut with a knife.,0.3690928874423672,0.3764753524904206,0.3899214261544187,0.4139633652009153,0.4469071422584529,0.4889904647570431,0.5468390338447915,0.6226963734495814,0.7192897720115089,0.8470306465104429,1.0,,,,,,,,,,,positive,0.8417843472752082,0.8417843468720212,0.8417843215895181,0.8417827356300729,0.8416833794490528,0.835865926120735,0.7596114074088349,0.7291677784983593,0.6674313918131337,0.4134406028870196,0.0,,,,,,,,,,,0.513176078352917,0.5202684762130987,0.5329677868108016,0.5549962906973945,0.5838228785007246,0.6170185244267143,0.6358988523534651,0.6717392877871076,0.6923909235314749,0.5556602125188695,0.0,,,,,,,,,,
