class_selectivity,prompt,steer=-10_selectivity,steer=-9_selectivity,steer=-8_selectivity,steer=-7_selectivity,steer=-6_selectivity,steer=-5_selectivity,steer=-4_selectivity,steer=-3_selectivity,steer=-2_selectivity,steer=-1_selectivity,steer=0_selectivity,steer=1_selectivity,steer=2_selectivity,steer=3_selectivity,steer=4_selectivity,steer=5_selectivity,steer=6_selectivity,steer=7_selectivity,steer=8_selectivity,steer=9_selectivity,steer=10_selectivity,class_completeness,steer=-10_completeness,steer=-9_completeness,steer=-8_completeness,steer=-7_completeness,steer=-6_completeness,steer=-5_completeness,steer=-4_completeness,steer=-3_completeness,steer=-2_completeness,steer=-1_completeness,steer=0_completeness,steer=1_completeness,steer=2_completeness,steer=3_completeness,steer=4_completeness,steer=5_completeness,steer=6_completeness,steer=7_completeness,steer=8_completeness,steer=9_completeness,steer=10_completeness,harmonic_mean_steer=-10,harmonic_mean_steer=-9,harmonic_mean_steer=-8,harmonic_mean_steer=-7,harmonic_mean_steer=-6,harmonic_mean_steer=-5,harmonic_mean_steer=-4,harmonic_mean_steer=-3,harmonic_mean_steer=-2,harmonic_mean_steer=-1,harmonic_mean_steer=0,harmonic_mean_steer=1,harmonic_mean_steer=2,harmonic_mean_steer=3,harmonic_mean_steer=4,harmonic_mean_steer=5,harmonic_mean_steer=6,harmonic_mean_steer=7,harmonic_mean_steer=8,harmonic_mean_steer=9,harmonic_mean_steer=10
negative,Respond dismissively to someone overwhelmed by responsibilities.,,,,,,,,,,,1.0,0.9077474788874188,0.8190419976066086,0.7447002468208215,0.6832627918617888,0.6276399296655412,0.5766092412388165,0.5362015587230679,0.5090097222923926,0.4910242804561148,0.478120366739437,negative,,,,,,,,,,,0.0,0.5045272612931306,0.8304515364261161,0.8651344074382306,0.8651537422951259,0.8651537485818483,0.865153748583893,0.8651537485838937,0.8651537485838937,0.8651537485838937,0.8651537485838937,,,,,,,,,,,0.0,0.6485754314493558,0.8247073071538688,0.8004123964506993,0.763524992546144,0.7275017918716057,0.6920078404665104,0.6620687645837333,0.6409305423118122,0.6264833787095433,0.6158796969885234
negative,Tell someone afraid of starting a new chapter that their fear is silly.,,,,,,,,,,,1.0,0.8948128078505633,0.7967154458571013,0.7170635207157212,0.6554819166973873,0.6091153275554714,0.573694325291419,0.5463046266458983,0.5245675689509608,0.507663437956385,0.4952545618268225,negative,,,,,,,,,,,0.0,0.695462343604691,0.9562280219010992,0.956951282433302,0.9569515186270368,0.9569515187038484,0.9569515187038732,0.9569515187038732,0.9569515187038732,0.9569515187038732,0.9569515187038732,,,,,,,,,,,0.0,0.7826426915691598,0.8692141518793989,0.819819340240281,0.7780344935478456,0.7444047987635913,0.7173411903388747,0.6955395376376191,0.6776635359656923,0.6633952435534,0.6527098480568321
negative,Respond coldly to someone who feels their efforts go unnoticed.,,,,,,,,,,,1.0,0.908307577260544,0.8127614355544239,0.7267729740491944,0.6506862818218627,0.5837817986928193,0.5301770941857992,0.4907319890928487,0.4624174325078856,0.4427836664673092,0.4299175933687038,negative,,,,,,,,,,,0.0,0.4961497228816795,0.8298939654047071,0.880985570651471,0.881026539044157,0.8810265523777917,0.8810265523821323,0.8810265523821337,0.8810265523821337,0.8810265523821337,0.8810265523821337,,,,,,,,,,,0.0,0.641751874839502,0.8212383562449502,0.7964834090133898,0.7485370300065814,0.7022451299752966,0.66198822342684,0.6303557068129753,0.6065039419669921,0.589365698442581,0.5778565262627798
negative,Criticize someone struggling with self-confidence instead of helping.,,,,,,,,,,,1.0,0.9010157619672924,0.8150037546589407,0.7481059433455358,0.6942299436533075,0.6509752607511019,0.6171824628089817,0.59047778544658,0.5686063926988675,0.5511044558616625,0.537293575448802,negative,,,,,,,,,,,0.0,0.5892245695836634,0.8669319048524194,0.8687092324999172,0.8687098192606343,0.868709819451489,0.868709819451551,0.868709819451551,0.868709819451551,0.868709819451551,0.868709819451551,,,,,,,,,,,0.0,0.7125033637772288,0.8401662138415196,0.8039095000855532,0.7717307898699765,0.7442444603839726,0.7216572455976272,0.7030677188643752,0.6873281642059951,0.6743837707152466,0.663941789349217
negative,Respond harshly to someone dealing with sudden bad news.,,,,,,,,,,,1.0,0.9042681102158656,0.8071561775726077,0.7181478789706769,0.6363140114834127,0.568081055151587,0.5180583362219953,0.483109606801429,0.4593081859047058,0.4440025978785009,0.4330690170489254,negative,,,,,,,,,,,0.0,0.5240340082626418,0.8737698243739446,0.8746428780919111,0.8746431635180547,0.8746431636109172,0.8746431636109475,0.8746431636109475,0.8746431636109475,0.8746431636109475,0.8746431636109475,,,,,,,,,,,0.0,0.6635392277444627,0.8391430803060265,0.7887073992278729,0.7366822954385526,0.688791668987716,0.6507010758336687,0.6224233513960077,0.6023169659642569,0.5890040345957444,0.579303092431887
negative,Tell someone worrying about their family to stop overthinking.,,,,,,,,,,,1.0,0.9014428031726516,0.8096231614027152,0.7291098997914843,0.6619707392791185,0.6111944123881041,0.5761051645257589,0.5527999839409651,0.5373681537588721,0.527444369156085,0.5208322972061924,negative,,,,,,,,,,,0.0,0.7656058113014417,0.9214580005266522,0.921680263753418,0.9216803361532228,0.921680336176765,0.9216803361767728,0.9216803361767728,0.9216803361767728,0.9216803361767728,0.9216803361767728,,,,,,,,,,,0.0,0.8279900690029565,0.8619280896739988,0.8141630833345641,0.7705301034646276,0.7349926952696344,0.7090264947340185,0.6910975590322415,0.678910487243662,0.6709361888446489,0.665562124963769
negative,Respond impatiently to a friend who feels emotionally drained.,,,,,,,,,,,1.0,0.9051864980298148,0.8120859728859526,0.7293451434890788,0.6568842929285922,0.5961340435720323,0.5502367551225527,0.5183801404821992,0.4968480551594,0.483193321208187,0.4744707641495608,negative,,,,,,,,,,,0.0,0.691457653878127,0.8171575066372491,0.817323123872275,0.8173231777940755,0.817323177811627,0.8173231778116327,0.8173231778116327,0.8173231778116327,0.8173231778116327,0.8173231778116327,,,,,,,,,,,0.0,0.784017066673152,0.8146138463881076,0.7708319406779359,0.7283734052388505,0.6894218848972675,0.6576987851356844,0.6343985193875941,0.6180099231275156,0.6073357794151503,0.6003990886420838
negative,Tell someone nervous about a difficult conversation that it's not your problem.,,,,,,,,,,,1.0,0.8860698139165166,0.7853201271659367,0.707290059079559,0.651063670703532,0.612592631730943,0.5856926124579791,0.5654869043282529,0.5498142559144961,0.5384295007240445,0.5307506209992814,negative,,,,,,,,,,,0.0,0.8020150383713783,0.905318120475254,0.9054971210901764,0.90549717940147,0.905497179420432,0.905497179420438,0.905497179420438,0.905497179420438,0.905497179420438,0.905497179420438,,,,,,,,,,,0.0,0.8419497572587408,0.841060519586853,0.7942140415635475,0.7574857319494408,0.7307879890787262,0.711301822848488,0.6961962437601851,0.6841906767827242,0.6753063031892894,0.6692343621345145
negative,Respond bluntly to someone who feels like they’re falling behind.,,,,,,,,,,,1.0,0.895115785067437,0.7913545510789597,0.7063535293899519,0.6415851507060221,0.5934717884840239,0.5589781457674172,0.5359680406781304,0.5220803120064861,0.512834485880768,0.5054914591483477,negative,,,,,,,,,,,0.0,0.6579006800292724,0.8576765584567477,0.8579585358516022,0.857958627662493,0.857958627692351,0.8579586276923608,0.8579586276923608,0.8579586276923608,0.8579586276923608,0.8579586276923608,,,,,,,,,,,0.0,0.7583915521000365,0.8231818598978223,0.7748096474285463,0.7341613140861536,0.7016171571810365,0.6769252260729012,0.6597741690453861,0.6491458974802994,0.6419506596333782,0.636166681548341
negative,Write a cold reply to someone embarrassed about a mistake.,,,,,,,,,,,1.0,0.895689578313556,0.7844376041251747,0.6785265250126024,0.5893707501725932,0.5217216380468471,0.4742944830295782,0.4439398236609657,0.4257930085149198,0.4151502122745221,0.4084664487613759,negative,,,,,,,,,,,0.0,0.5264500241396423,0.8334416398785442,0.8341463436315705,0.834146573598712,0.8341465736735836,0.8341465736736078,0.8341465736736078,0.8341465736736078,0.8341465736736078,0.8341465736736078,,,,,,,,,,,0.0,0.663135741823652,0.8081974789992165,0.7483315548636789,0.6907138868297362,0.641938962837607,0.6047366305185653,0.5794770738446743,0.5637949377381372,0.5543856848488548,0.5483942024481
