prompt,concept,steering_strength,completeness_score,concept_prob_difference
hy_prob_after,concept_prob_difference
Present a definitive and authoritative command of the subject matter.,confidence,0.0,0.0,0.687519208563349,0.687519208563349,0.0
Present a definitive and authoritative command of the subject matter.,confidence,2.0,0.31248072855023074,0.687519208563349,0.9999999371135797,0.09409734163381592
Present a definitive and authoritative command of the subject matter.,confidence,9.0,0.312480791436651,0.687519208563349,1.0,0.14016490535872447
Compose a response that speaks with absolute conviction and total clarity.,confidence,0.0,0.0,0.7108128959631689,0.7108128959631689,0.0
Compose a response that speaks with absolute conviction and total clarity.,confidence,2.0,0.2891869622408359,0.7108128959631689,0.9999998582040047,0.13172645025958105
Compose a response that speaks with absolute conviction and total clarity.,confidence,9.0,0.2891871040368312,0.7108128959631689,1.0,0.21879926269899172
Draft a masterful and uncompromising argument for this position.,confidence,0.0,0.0,0.4683649991983111,0.4683649991983111,0.0
Draft a masterful and uncompromising argument for this position.,confidence,2.0,0.531628199526034,0.4683649991983111,0.9999931987243451,0.08262130939089646
Draft a masterful and uncompromising argument for this position.,confidence,9.0,0.5316350008016889,0.4683649991983111,1.0,0.11749566540928832
Provide a final and conclusive verdict on this topic.,confidence,0.0,0.0,0.3698150420961808,0.3698150420961808,0.0
Provide a final and conclusive verdict on this topic.,confidence,2.0,0.6301830058692837,0.3698150420961808,0.9999980479654644,0.15759623652288776
Provide a final and conclusive verdict on this topic.,confidence,9.0,0.6301849579038193,0.3698150420961808,1.0,0.23674258452577077
Deliver an expert-level synthesis that leaves no room for ambiguity.,confidence,0.0,0.0,0.41247766921690865,0.41247766921690865,0.0
Deliver an expert-level synthesis that leaves no room for ambiguity.,confidence,2.0,0.5875116491159538,0.41247766921690865,0.9999893183328625,0.11445935155131619
Deliver an expert-level synthesis that leaves no room for ambiguity.,confidence,9.0,0.5875223307830912,0.41247766921690865,1.0,0.19402112551692485
Write a bold manifesto that asserts these points with maximum impact.,confidence,0.0,0.0,0.6992505757463883,0.6992505757463883,0.0
Write a bold manifesto that asserts these points with maximum impact.,confidence,2.0,0.30074932668740195,0.6992505757463883,0.9999999024337902,0.07885165285430532
Write a bold manifesto that asserts these points with maximum impact.,confidence,9.0,0.30074942425361173,0.6992505757463883,1.0,0.12914583047373757
Offer a commanding perspective that radiates intellectual certainty.,confidence,0.0,0.0,0.7213132972093886,0.7213132972093886,0.0
Offer a commanding perspective that radiates intellectual certainty.,confidence,2.0,0.27868663226278495,0.7213132972093886,0.9999999294721736,0.11894384932224797
Offer a commanding perspective that radiates intellectual certainty.,confidence,9.0,0.2786867027906114,0.7213132972093886,1.0,0.18897017257602153
Construct a formidable and resolute explanation of the facts.,confidence,0.0,0.0,0.6635410220003555,0.6635410220003555,0.0
Construct a formidable and resolute explanation of the facts.,confidence,2.0,0.3364588582751215,0.6635410220003555,0.9999998802754768,0.13995306005194136
Construct a formidable and resolute explanation of the facts.,confidence,9.0,0.3364589779996446,0.6635410220003555,1.0,0.25993921821168076
"Provide a sharp, punchy, and undeniable statement of truth.",confidence,0.0,0.0,0.49013337551066805,0.49013337551066805,0.0
"Provide a sharp, punchy, and undeniable statement of truth.",confidence,2.0,0.50986617213937,0.49013337551066805,0.9999995476500383,0.11630802711700983
"Provide a sharp, punchy, and undeniable statement of truth.",confidence,9.0,0.509866624489332,0.49013337551066805,1.0,0.17903838572975228
Deliver a high-stakes assessment with the confidence of a seasoned expert.,confidence,0.0,0.0,0.668023090158448,0.668023090158448,0.0
Deliver a high-stakes assessment with the confidence of a seasoned expert.,confidence,2.0,0.33197666857629143,0.668023090158448,0.9999997587347393,0.1376474763801611
